ID,SUBCLASS
TEST_0238,SKCM
TEST_0239,SKCM
TEST_0240,COAD
TEST_0241,KIPAN
TEST_0242,STES
TEST_0243,OV
TEST_0244,KIRC
TEST_0245,BRCA
TEST_0246,BRCA
TEST_0247,LGG
TEST_0248,HNSC
TEST_0249,GBMLGG
TEST_0250,BRCA
TEST_0251,OV
TEST_0252,BRCA
TEST_0253,BRCA
TEST_0254,SKCM
TEST_0255,KIPAN
TEST_0256,COAD
TEST_0257,OV
TEST_0258,COAD
TEST_0259,COAD
TEST_0260,THCA
TEST_0261,BRCA
TEST_0262,TGCT
TEST_0263,BRCA
TEST_0264,GBMLGG
TEST_0265,OV
TEST_0266,THCA
TEST_0267,KIRC
TEST_0268,TGCT
TEST_0269,BRCA
TEST_0270,BRCA
TEST_0271,BRCA
TEST_0272,GBMLGG
TEST_0273,BRCA
TEST_0274,KIPAN
TEST_0275,GBMLGG
TEST_0276,COAD
TEST_0277,KIPAN
TEST_0278,COAD
TEST_0279,KIPAN
TEST_0280,COAD
TEST_0281,KIPAN
TEST_0282,BRCA
TEST_0283,STES
TEST_0284,HNSC
TEST_0285,GBMLGG
TEST_0286,HNSC
TEST_0287,KIPAN
TEST_0288,BRCA
TEST_0289,COAD
TEST_0290,COAD
TEST_0291,LGG
TEST_0292,COAD
TEST_0293,ACC
TEST_0294,THYM
TEST_0295,STES
TEST_0296,BRCA
TEST_0297,COAD
TEST_0298,COAD
TEST_0299,UCEC
TEST_0300,COAD
TEST_0301,THCA
TEST_0302,KIPAN
TEST_0303,COAD
TEST_0304,COAD
TEST_0305,OV
TEST_0306,COAD
TEST_0307,BRCA
TEST_0308,BLCA
TEST_0309,HNSC
TEST_0310,LGG
TEST_0311,SARC
TEST_0312,SKCM
TEST_0313,LIHC
TEST_0314,LUAD
TEST_0315,STES
TEST_0316,BRCA
TEST_0317,COAD
TEST_0318,BRCA
TEST_0319,UCEC
TEST_0320,BRCA
TEST_0321,OV
TEST_0322,GBMLGG
TEST_0323,KIPAN
TEST_0324,STES
TEST_0325,COAD
TEST_0326,OV
TEST_0327,OV
TEST_0328,KIRC
TEST_0329,BRCA
TEST_0330,COAD
TEST_0331,COAD
TEST_0332,OV
TEST_0333,UCEC
TEST_0334,LUAD
TEST_0335,LUSC
TEST_0336,CESC
TEST_0337,STES
TEST_0338,GBMLGG
TEST_0339,BRCA
TEST_0340,COAD
TEST_0341,KIPAN
TEST_0342,SKCM
TEST_0343,BRCA
TEST_0344,COAD
TEST_0345,SKCM
TEST_0346,COAD
TEST_0347,KIPAN
TEST_0348,KIPAN
TEST_0349,COAD
TEST_0350,KIPAN
TEST_0351,HNSC
TEST_0352,BRCA
TEST_0353,GBMLGG
TEST_0354,COAD
TEST_0355,GBMLGG
TEST_0356,PAAD
TEST_0357,KIPAN
TEST_0358,COAD
TEST_0359,KIPAN
TEST_0360,OV
TEST_0361,GBMLGG
TEST_0362,STES
TEST_0363,COAD
TEST_0364,OV
TEST_0365,COAD
TEST_0366,KIRC
TEST_0367,BRCA
TEST_0368,COAD
TEST_0369,KIPAN
TEST_0370,BRCA
TEST_0371,BRCA
TEST_0372,OV
TEST_0373,BRCA
TEST_0374,THYM
TEST_0375,OV
TEST_0376,BRCA
TEST_0377,PCPG
TEST_0378,OV
TEST_0379,THCA
TEST_0380,COAD
TEST_0381,GBMLGG
TEST_0382,BRCA
TEST_0383,KIPAN
TEST_0384,BRCA
TEST_0385,COAD
TEST_0386,UCEC
TEST_0387,BRCA
TEST_0388,THCA
TEST_0389,KIPAN
TEST_0390,BRCA
TEST_0391,BRCA
TEST_0392,THCA
TEST_0393,KIRC
TEST_0394,LUAD
TEST_0395,GBMLGG
TEST_0396,PAAD
TEST_0397,STES
TEST_0398,BRCA
TEST_0399,BRCA
TEST_0400,GBMLGG
TEST_0401,BRCA
TEST_0402,COAD
TEST_0403,SKCM
TEST_0404,BRCA
TEST_0405,COAD
TEST_0406,KIPAN
TEST_0407,COAD
TEST_0408,SKCM
TEST_0409,THCA
TEST_0410,TGCT
TEST_0411,BRCA
TEST_0412,KIPAN
TEST_0413,COAD
TEST_0414,COAD
TEST_0415,BRCA
TEST_0416,COAD
TEST_0417,THCA
TEST_0418,BRCA
TEST_0419,COAD
TEST_0420,OV
TEST_0421,KIPAN
TEST_0422,STES
TEST_0423,COAD
TEST_0424,PCPG
TEST_0425,COAD
TEST_0426,COAD
TEST_0427,BRCA
TEST_0428,BRCA
TEST_0429,COAD
TEST_0430,TGCT
TEST_0431,COAD
TEST_0432,PRAD
TEST_0433,OV
TEST_0434,PAAD
TEST_0435,BRCA
TEST_0436,COAD
TEST_0437,OV
TEST_0438,SKCM
TEST_0439,BRCA
TEST_0440,COAD
TEST_0441,OV
TEST_0442,COAD
TEST_0443,BRCA
TEST_0444,COAD
TEST_0445,GBMLGG
TEST_0446,THYM
TEST_0447,COAD
TEST_0448,BRCA
TEST_0449,GBMLGG
TEST_0450,THYM
TEST_0451,OV
TEST_0452,COAD
TEST_0453,COAD
TEST_0454,BRCA
TEST_0455,COAD
TEST_0456,LAML
TEST_0457,KIPAN
TEST_0458,BRCA
TEST_0459,BRCA
TEST_0460,COAD
TEST_0461,PRAD
TEST_0462,LIHC
TEST_0463,BRCA
TEST_0464,COAD
TEST_0465,UCEC
TEST_0466,COAD
TEST_0467,TGCT
TEST_0468,GBMLGG
TEST_0469,BRCA
TEST_0470,LAML
TEST_0471,PRAD
TEST_0472,COAD
TEST_0473,BRCA
TEST_0474,GBMLGG
TEST_0475,KIPAN
TEST_0476,SARC
TEST_0477,STES
TEST_0478,GBMLGG
TEST_0479,BRCA
TEST_0480,COAD
TEST_0481,BRCA
TEST_0482,COAD
TEST_0483,KIPAN
TEST_0484,BRCA
TEST_0485,BRCA
TEST_0486,OV
TEST_0487,BRCA
TEST_0488,COAD
TEST_0489,OV
TEST_0490,THCA
TEST_0491,BRCA
TEST_0492,GBMLGG
TEST_0493,COAD
TEST_0494,BRCA
TEST_0495,BRCA
TEST_0496,OV
TEST_0497,THCA
TEST_0498,BRCA
TEST_0499,COAD
TEST_0500,KIPAN
TEST_0501,BRCA
TEST_0502,BRCA
TEST_0503,COAD
TEST_0504,BRCA
TEST_0505,BRCA
TEST_0506,KIPAN
TEST_0507,LUAD
TEST_0508,TGCT
TEST_0509,COAD
TEST_0510,KIPAN
TEST_0511,LAML
TEST_0512,KIPAN
TEST_0513,BRCA
TEST_0514,HNSC
TEST_0515,GBMLGG
TEST_0516,OV
TEST_0517,COAD
TEST_0518,HNSC
TEST_0519,THCA
TEST_0520,COAD
TEST_0521,COAD
TEST_0522,KIPAN
TEST_0523,BRCA
TEST_0524,GBMLGG
TEST_0525,COAD
TEST_0526,COAD
TEST_0527,GBMLGG
TEST_0528,BRCA
TEST_0529,THCA
TEST_0530,BRCA
TEST_0531,KIPAN
TEST_0532,COAD
TEST_0533,STES
TEST_0534,BRCA
TEST_0535,BRCA
TEST_0536,OV
TEST_0537,TGCT
TEST_0538,BRCA
TEST_0539,PCPG
TEST_0540,HNSC
TEST_0541,STES
TEST_0542,BRCA
TEST_0543,COAD
TEST_0544,BRCA
TEST_0545,THYM
TEST_0546,SARC
TEST_0547,LIHC
TEST_0548,KIPAN
TEST_0549,KIRC
TEST_0550,BRCA
TEST_0551,OV
TEST_0552,OV
TEST_0553,BRCA
TEST_0554,KIRC
TEST_0555,BRCA
TEST_0556,UCEC
TEST_0557,OV
TEST_0558,LAML
TEST_0559,COAD
TEST_0560,THCA
TEST_0561,BRCA
TEST_0562,BRCA
TEST_0563,TGCT
TEST_0564,COAD
TEST_0565,THCA
TEST_0566,SKCM
TEST_0567,COAD
TEST_0568,COAD
TEST_0569,LIHC
TEST_0570,COAD
TEST_0571,BRCA
TEST_0572,KIPAN
TEST_0573,LGG
TEST_0574,KIPAN
TEST_0575,COAD
TEST_0576,UCEC
TEST_0577,BRCA
TEST_0578,OV
TEST_0579,PRAD
TEST_0580,BRCA
TEST_0581,COAD
TEST_0582,COAD
TEST_0583,SKCM
TEST_0584,BRCA
TEST_0585,BRCA
TEST_0586,THCA
TEST_0587,KIPAN
TEST_0588,COAD
TEST_0589,STES
TEST_0590,KIPAN
TEST_0591,COAD
TEST_0592,LUAD
TEST_0593,STES
TEST_0594,BRCA
TEST_0595,BRCA
TEST_0596,STES
TEST_0597,COAD
TEST_0598,BRCA
TEST_0599,COAD
TEST_0600,BRCA
TEST_0601,COAD
TEST_0602,LAML
TEST_0603,SKCM
TEST_0604,COAD
TEST_0605,LGG
TEST_0606,COAD
TEST_0607,OV
TEST_0608,COAD
TEST_0609,BRCA
TEST_0610,OV
TEST_0611,BRCA
TEST_0612,GBMLGG
TEST_0613,KIPAN
TEST_0614,BRCA
TEST_0615,COAD
TEST_0616,UCEC
TEST_0617,OV
TEST_0618,OV
TEST_0619,BRCA
TEST_0620,SKCM
TEST_0621,PRAD
TEST_0622,KIRC
TEST_0623,LUAD
TEST_0624,LIHC
TEST_0625,COAD
TEST_0626,COAD
TEST_0627,COAD
TEST_0628,BRCA
TEST_0629,ACC
TEST_0630,COAD
TEST_0631,COAD
TEST_0632,TGCT
TEST_0633,HNSC
TEST_0634,COAD
TEST_0635,PRAD
TEST_0636,SKCM
TEST_0637,PCPG
TEST_0638,COAD
TEST_0639,COAD
TEST_0640,COAD
TEST_0641,BRCA
TEST_0642,HNSC
TEST_0643,THCA
TEST_0644,KIPAN
TEST_0645,COAD
TEST_0646,COAD
TEST_0647,KIPAN
TEST_0648,SKCM
TEST_0649,GBMLGG
TEST_0650,LUAD
TEST_0651,BRCA
TEST_0652,GBMLGG
TEST_0653,COAD
TEST_0654,BRCA
TEST_0655,BRCA
TEST_0656,THYM
TEST_0657,BRCA
TEST_0658,HNSC
TEST_0659,COAD
TEST_0660,COAD
TEST_0661,LUSC
TEST_0662,LGG
TEST_0663,COAD
TEST_0664,BRCA
TEST_0665,KIPAN
TEST_0666,KIPAN
TEST_0667,BRCA
TEST_0668,COAD
TEST_0669,PCPG
TEST_0670,KIRC
TEST_0671,COAD
TEST_0672,THYM
TEST_0673,BRCA
TEST_0674,UCEC
TEST_0675,HNSC
TEST_0676,THYM
TEST_0677,OV
TEST_0678,SKCM
TEST_0679,BRCA
TEST_0680,HNSC
TEST_0681,COAD
TEST_0682,COAD
TEST_0683,BRCA
TEST_0684,GBMLGG
TEST_0685,CESC
TEST_0686,KIPAN
TEST_0687,COAD
TEST_0688,COAD
TEST_0689,OV
TEST_0690,SKCM
TEST_0691,BRCA
TEST_0692,OV
TEST_0693,PCPG
TEST_0694,KIPAN
TEST_0695,BRCA
TEST_0696,THYM
TEST_0697,LIHC
TEST_0698,ACC
TEST_0699,LAML
TEST_0700,OV
TEST_0701,PCPG
TEST_0702,THCA
TEST_0703,BRCA
TEST_0704,BRCA
TEST_0705,UCEC
TEST_0706,GBMLGG
TEST_0707,CESC
TEST_0708,KIPAN
TEST_0709,STES
TEST_0710,BRCA
TEST_0711,TGCT
TEST_0712,STES
TEST_0713,COAD
TEST_0714,PCPG
TEST_0715,BRCA
TEST_0716,LGG
TEST_0717,SKCM
TEST_0718,PAAD
TEST_0719,KIPAN
TEST_0720,BRCA
TEST_0721,STES
TEST_0722,BRCA
TEST_0723,BRCA
TEST_0724,KIRC
TEST_0725,BRCA
TEST_0726,COAD
TEST_0727,BRCA
TEST_0728,OV
TEST_0729,KIPAN
TEST_0730,BLCA
TEST_0731,COAD
TEST_0732,BRCA
TEST_0733,SKCM
TEST_0734,HNSC
TEST_0735,BRCA
TEST_0736,BRCA
TEST_0737,PCPG
TEST_0738,COAD
TEST_0739,BRCA
TEST_0740,BRCA
TEST_0741,THCA
TEST_0742,STES
TEST_0743,LIHC
TEST_0744,COAD
TEST_0745,LAML
TEST_0746,OV
TEST_0747,COAD
TEST_0748,BRCA
TEST_0749,COAD
TEST_0750,KIPAN
TEST_0751,COAD
TEST_0752,BRCA
TEST_0753,COAD
TEST_0754,HNSC
TEST_0755,LIHC
TEST_0756,SKCM
TEST_0757,BRCA
TEST_0758,THCA
TEST_0759,COAD
TEST_0760,OV
TEST_0761,BRCA
TEST_0762,OV
TEST_0763,COAD
TEST_0764,COAD
TEST_0765,BRCA
TEST_0766,HNSC
TEST_0767,BRCA
TEST_0768,COAD
TEST_0769,COAD
TEST_0770,UCEC
TEST_0771,BRCA
TEST_0772,BRCA
TEST_0773,SARC
TEST_0774,KIRC
TEST_0775,KIPAN
TEST_0776,KIRC
TEST_0777,COAD
TEST_0778,OV
TEST_0779,OV
TEST_0780,THCA
TEST_0781,COAD
TEST_0782,BRCA
TEST_0783,CESC
TEST_0784,KIRC
TEST_0785,BRCA
TEST_0786,LIHC
TEST_0787,THYM
TEST_0788,STES
TEST_0789,UCEC
TEST_0790,OV
TEST_0791,GBMLGG
TEST_0792,BRCA
TEST_0793,KIPAN
TEST_0794,KIRC
TEST_0795,COAD
TEST_0796,LAML
TEST_0797,KIPAN
TEST_0798,BRCA
TEST_0799,COAD
TEST_0800,KIRC
TEST_0801,KIPAN
TEST_0802,BRCA
TEST_0803,COAD
TEST_0804,UCEC
TEST_0805,HNSC
TEST_0806,UCEC
TEST_0807,COAD
TEST_0808,COAD
TEST_0809,KIPAN
TEST_0810,STES
TEST_0811,STES
TEST_0812,BRCA
TEST_0813,SKCM
TEST_0814,BRCA
TEST_0815,TGCT
TEST_0816,HNSC
TEST_0817,KIPAN
TEST_0818,COAD
TEST_0819,KIPAN
TEST_0820,COAD
TEST_0821,LGG
TEST_0822,COAD
TEST_0823,KIPAN
TEST_0824,KIRC
TEST_0825,KIPAN
TEST_0826,BRCA
TEST_0827,KIRC
TEST_0828,BRCA
TEST_0829,COAD
TEST_0830,BRCA
TEST_0831,COAD
TEST_0832,LAML
TEST_0833,KIPAN
TEST_0834,LGG
TEST_0835,COAD
TEST_0836,KIRC
TEST_0837,KIPAN
TEST_0838,COAD
TEST_0839,KIPAN
TEST_0840,OV
TEST_0841,COAD
TEST_0842,THCA
TEST_0843,OV
TEST_0844,BRCA
TEST_0845,STES
TEST_0846,LGG
TEST_0847,TGCT
TEST_0848,STES
TEST_0849,LUSC
TEST_0850,BRCA
TEST_0851,COAD
TEST_0852,BRCA
TEST_0853,KIRC
TEST_0854,KIRC
TEST_0855,THYM
TEST_0856,BRCA
TEST_0857,BRCA
TEST_0858,COAD
TEST_0859,COAD
TEST_0860,KIRC
TEST_0861,STES
TEST_0862,GBMLGG
TEST_0863,COAD
TEST_0864,BRCA
TEST_0865,BRCA
TEST_0866,LUSC
TEST_0867,STES
TEST_0868,COAD
TEST_0869,BRCA
TEST_0870,COAD
TEST_0871,COAD
TEST_0872,SARC
TEST_0873,BRCA
TEST_0874,COAD
TEST_0875,KIPAN
TEST_0876,COAD
TEST_0877,BRCA
TEST_0878,BRCA
TEST_0879,BRCA
TEST_0880,THYM
TEST_0881,HNSC
TEST_0882,COAD
TEST_0883,SKCM
TEST_0884,GBMLGG
TEST_0885,PRAD
TEST_0886,LGG
TEST_0887,BRCA
TEST_0888,KIPAN
TEST_0889,COAD
TEST_0890,STES
TEST_0891,BRCA
TEST_0892,OV
TEST_0893,TGCT
TEST_0894,KIPAN
TEST_0895,SKCM
TEST_0896,HNSC
TEST_0897,SARC
TEST_0898,BRCA
TEST_0899,BRCA
TEST_0900,STES
TEST_0901,LUSC
TEST_0902,BRCA
TEST_0903,LUAD
TEST_0904,TGCT
TEST_0905,STES
TEST_0906,THCA
TEST_0907,CESC
TEST_0908,BLCA
TEST_0909,GBMLGG
TEST_0910,SKCM
TEST_0911,BRCA
TEST_0912,HNSC
TEST_0913,CESC
TEST_0914,LUAD
TEST_0915,COAD
TEST_0916,LUAD
TEST_0917,LIHC
TEST_0918,TGCT
TEST_0919,BRCA
TEST_0920,KIPAN
TEST_0921,BRCA
TEST_0922,LUSC
TEST_0923,BRCA
TEST_0924,BRCA
TEST_0925,KIPAN
TEST_0926,COAD
TEST_0927,BRCA
TEST_0928,CESC
TEST_0929,KIPAN
TEST_0930,UCEC
TEST_0931,BRCA
TEST_0932,GBMLGG
TEST_0933,COAD
TEST_0934,BRCA
TEST_0935,THCA
TEST_0936,STES
TEST_0937,COAD
TEST_0938,GBMLGG
TEST_0939,COAD
TEST_0940,ACC
TEST_0941,COAD
TEST_0942,BRCA
TEST_0943,COAD
TEST_0944,BRCA
TEST_0945,STES
TEST_0946,BRCA
TEST_0947,GBMLGG
TEST_0948,KIPAN
TEST_0949,COAD
TEST_0950,BRCA
TEST_0951,GBMLGG
TEST_0952,COAD
TEST_0953,TGCT
TEST_0954,LAML
TEST_0955,UCEC
TEST_0956,CESC
TEST_0957,COAD
TEST_0958,OV
TEST_0959,COAD
TEST_0960,BRCA
TEST_0961,HNSC
TEST_0962,SKCM
TEST_0963,COAD
TEST_0964,OV
TEST_0965,ACC
TEST_0966,COAD
TEST_0967,CESC
TEST_0968,COAD
TEST_0969,COAD
TEST_0970,COAD
TEST_0971,TGCT
TEST_0972,COAD
TEST_0973,BRCA
TEST_0974,SARC
TEST_0975,LGG
TEST_0976,GBMLGG
TEST_0977,COAD
TEST_0978,OV
TEST_0979,THYM
TEST_0980,STES
TEST_0981,BRCA
TEST_0982,BRCA
TEST_0983,BRCA
TEST_0984,KIPAN
TEST_0985,COAD
TEST_0986,UCEC
TEST_0987,LGG
TEST_0988,PRAD
TEST_0989,LUAD
TEST_0990,PCPG
TEST_0991,PAAD
TEST_0992,GBMLGG
TEST_0993,TGCT
TEST_0994,KIPAN
TEST_0995,KIPAN
TEST_0996,COAD
TEST_0997,BRCA
TEST_0998,KIPAN
TEST_0999,UCEC
TEST_1000,THCA
TEST_1001,COAD
TEST_1002,BRCA
TEST_1003,COAD
TEST_1004,KIPAN
TEST_1005,KIPAN
TEST_1006,COAD
TEST_1007,COAD
TEST_1008,BRCA
TEST_1009,BRCA
TEST_1010,GBMLGG
TEST_1011,BRCA
TEST_1012,BRCA
TEST_1013,GBMLGG
TEST_1014,COAD
TEST_1015,KIRC
TEST_1016,BRCA
TEST_1017,LGG
TEST_1018,BRCA
TEST_1019,COAD
TEST_1020,BRCA
TEST_1021,KIPAN
TEST_1022,BRCA
TEST_1023,BRCA
TEST_1024,GBMLGG
TEST_1025,BRCA
TEST_1026,BRCA
TEST_1027,COAD
TEST_1028,BRCA
TEST_1029,OV
TEST_1030,LGG
TEST_1031,COAD
TEST_1032,BRCA
TEST_1033,BRCA
TEST_1034,PAAD
TEST_1035,GBMLGG
TEST_1036,LUAD
TEST_1037,LGG
TEST_1038,BRCA
TEST_1039,STES
TEST_1040,COAD
TEST_1041,COAD
TEST_1042,BRCA
TEST_1043,KIPAN
TEST_1044,STES
TEST_1045,BLCA
TEST_1046,KIRC
TEST_1047,OV
TEST_1048,BRCA
TEST_1049,COAD
TEST_1050,BLCA
TEST_1051,COAD
TEST_1052,COAD
TEST_1053,KIPAN
TEST_1054,COAD
TEST_1055,THYM
TEST_1056,BRCA
TEST_1057,ACC
TEST_1058,BRCA
TEST_1059,BRCA
TEST_1060,COAD
TEST_1061,KIPAN
TEST_1062,STES
TEST_1063,BRCA
TEST_1064,STES
TEST_1065,BRCA
TEST_1066,BRCA
TEST_1067,OV
TEST_1068,KIRC
TEST_1069,COAD
TEST_1070,ACC
TEST_1071,KIRC
TEST_1072,KIPAN
TEST_1073,COAD
TEST_1074,UCEC
TEST_1075,SKCM
TEST_1076,BRCA
TEST_1077,UCEC
TEST_1078,BRCA
TEST_1079,COAD
TEST_1080,SKCM
TEST_1081,SKCM
TEST_1082,SARC
TEST_1083,BRCA
TEST_1084,GBMLGG
TEST_1085,BRCA
TEST_1086,COAD
TEST_1087,LAML
TEST_1088,KIPAN
TEST_1089,SARC
TEST_1090,LGG
TEST_1091,BRCA
TEST_1092,PRAD
TEST_1093,BRCA
TEST_1094,KIRC
TEST_1095,KIPAN
TEST_1096,BRCA
TEST_1097,COAD
TEST_1098,LAML
TEST_1099,GBMLGG
TEST_1100,COAD
TEST_1101,KIPAN
TEST_1102,LUAD
TEST_1103,STES
TEST_1104,BRCA
TEST_1105,COAD
TEST_1106,THCA
TEST_1107,LGG
TEST_1108,TGCT
TEST_1109,BRCA
TEST_1110,BRCA
TEST_1111,CESC
TEST_1112,GBMLGG
TEST_1113,KIRC
TEST_1114,SARC
TEST_1115,OV
TEST_1116,GBMLGG
TEST_1117,BRCA
TEST_1118,BRCA
TEST_1119,COAD
TEST_1120,OV
TEST_1121,BRCA
TEST_1122,THCA
TEST_1123,DLBC
TEST_1124,COAD
TEST_1125,STES
TEST_1126,UCEC
TEST_1127,KIRC
TEST_1128,KIPAN
TEST_1129,STES
TEST_1130,GBMLGG
TEST_1131,STES
TEST_1132,BRCA
TEST_1133,BRCA
TEST_1134,STES
TEST_1135,LUAD
TEST_1136,GBMLGG
TEST_1137,SKCM
TEST_1138,THCA
TEST_1139,PCPG
TEST_1140,KIPAN
TEST_1141,BLCA
TEST_1142,COAD
TEST_1143,OV
TEST_1144,COAD
TEST_1145,SKCM
TEST_1146,KIPAN
TEST_1147,COAD
TEST_1148,COAD
TEST_1149,COAD
TEST_1150,BRCA
TEST_1151,COAD
TEST_1152,HNSC
TEST_1153,BRCA
TEST_1154,BRCA
TEST_1155,GBMLGG
TEST_1156,COAD
TEST_1157,OV
TEST_1158,LUSC
TEST_1159,COAD
TEST_1160,UCEC
TEST_1161,STES
TEST_1162,BLCA
TEST_1163,SKCM
TEST_1164,BRCA
TEST_1165,COAD
TEST_1166,COAD
TEST_1167,BRCA
TEST_1168,PCPG
TEST_1169,CESC
TEST_1170,KIPAN
TEST_1171,BRCA
TEST_1172,COAD
TEST_1173,COAD
TEST_1174,BRCA
TEST_1175,BRCA
TEST_1176,BRCA
TEST_1177,LGG
TEST_1178,STES
TEST_1179,SKCM
TEST_1180,LGG
TEST_1181,BRCA
TEST_1182,COAD
TEST_1183,BRCA
TEST_1184,KIPAN
TEST_1185,UCEC
TEST_1186,COAD
TEST_1187,COAD
TEST_1188,HNSC
TEST_1189,KIRC
TEST_1190,OV
TEST_1191,THCA
TEST_1192,BRCA
TEST_1193,COAD
TEST_1194,UCEC
TEST_1195,COAD
TEST_1196,OV
TEST_1197,THCA
