ID,SUBCLASS
TEST_0254,SKCM
TEST_0255,KIPAN
TEST_0256,COAD
TEST_0257,OV
TEST_0258,COAD
TEST_0259,KIPAN
TEST_0260,SKCM
TEST_0261,KIPAN
TEST_0262,TGCT
TEST_0263,COAD
TEST_0264,GBMLGG
TEST_0265,OV
TEST_0266,THCA
TEST_0267,PRAD
TEST_0268,COAD
TEST_0269,KIPAN
TEST_0270,KIPAN
TEST_0271,BRCA
TEST_0272,GBMLGG
TEST_0273,BRCA
TEST_0274,KIPAN
TEST_0275,GBMLGG
TEST_0276,COAD
TEST_0277,BRCA
TEST_0278,COAD
TEST_0279,COAD
TEST_0280,COAD
TEST_0281,SKCM
TEST_0282,BRCA
TEST_0283,BRCA
TEST_0284,HNSC
TEST_0285,COAD
TEST_0286,LUSC
TEST_0287,KIPAN
TEST_0288,OV
TEST_0289,COAD
TEST_0290,COAD
TEST_0291,BRCA
TEST_0292,COAD
TEST_0293,ACC
TEST_0294,THYM
TEST_0295,CESC
TEST_0296,KIPAN
TEST_0297,COAD
TEST_0298,COAD
TEST_0299,BRCA
TEST_0300,COAD
TEST_0301,THCA
TEST_0302,SARC
TEST_0303,COAD
TEST_0304,COAD
TEST_0305,COAD
TEST_0306,COAD
TEST_0307,BRCA
TEST_0308,COAD
TEST_0309,COAD
TEST_0310,LGG
TEST_0311,SARC
TEST_0312,LUSC
TEST_0313,LUSC
TEST_0314,COAD
TEST_0315,LIHC
TEST_0316,BRCA
TEST_0317,COAD
TEST_0318,BRCA
TEST_0319,BRCA
TEST_0320,BRCA
TEST_0321,BRCA
TEST_0322,GBMLGG
TEST_0323,COAD
TEST_0324,LUSC
TEST_0325,COAD
TEST_0326,BRCA
TEST_0327,COAD
TEST_0328,THCA
TEST_0329,CESC
TEST_0330,COAD
TEST_0331,COAD
TEST_0332,COAD
TEST_0333,KIRC
TEST_0334,GBMLGG
TEST_0335,LUAD
TEST_0336,LUSC
TEST_0337,COAD
TEST_0338,COAD
TEST_0339,BRCA
TEST_0340,COAD
TEST_0341,KIRC
TEST_0342,SKCM
TEST_0343,BRCA
TEST_0344,COAD
TEST_0345,SKCM
TEST_0346,COAD
TEST_0347,LUSC
TEST_0348,LUSC
TEST_0349,COAD
TEST_0350,COAD
TEST_0351,HNSC
TEST_0352,THCA
TEST_0353,COAD
TEST_0354,COAD
TEST_0355,COAD
TEST_0356,COAD
TEST_0357,KIPAN
TEST_0358,COAD
TEST_0359,COAD
TEST_0360,BRCA
TEST_0361,COAD
TEST_0362,COAD
TEST_0363,COAD
TEST_0364,COAD
TEST_0365,COAD
TEST_0366,KIRC
TEST_0367,BRCA
TEST_0368,COAD
TEST_0369,COAD
TEST_0370,COAD
TEST_0371,BRCA
TEST_0372,OV
TEST_0373,BRCA
TEST_0374,THYM
TEST_0375,BRCA
TEST_0376,BRCA
TEST_0377,COAD
TEST_0378,OV
TEST_0379,THCA
TEST_0380,COAD
TEST_0381,COAD
TEST_0382,LAML
TEST_0383,COAD
TEST_0384,BRCA
TEST_0385,COAD
TEST_0386,UCEC
TEST_0387,BRCA
TEST_0388,PCPG
TEST_0389,KIPAN
TEST_0390,BRCA
TEST_0391,OV
TEST_0392,COAD
TEST_0393,KIRC
TEST_0394,KIPAN
TEST_0395,LUAD
TEST_0396,COAD
TEST_0397,SKCM
TEST_0398,BRCA
TEST_0399,BRCA
TEST_0400,COAD
TEST_0401,BRCA
TEST_0402,COAD
TEST_0403,LUSC
TEST_0404,BRCA
TEST_0405,COAD
TEST_0406,COAD
TEST_0407,COAD
TEST_0408,SKCM
TEST_0409,THCA
TEST_0410,COAD
TEST_0411,BRCA
TEST_0412,KIPAN
TEST_0413,COAD
TEST_0414,COAD
TEST_0415,CESC
TEST_0416,COAD
TEST_0417,THCA
TEST_0418,BRCA
TEST_0419,COAD
TEST_0420,BRCA
TEST_0421,COAD
TEST_0422,COAD
TEST_0423,COAD
TEST_0424,KIPAN
TEST_0425,COAD
TEST_0426,COAD
TEST_0427,BRCA
TEST_0428,BRCA
TEST_0429,COAD
TEST_0430,TGCT
TEST_0431,COAD
TEST_0432,PRAD
TEST_0433,GBMLGG
TEST_0434,STES
TEST_0435,BRCA
TEST_0436,COAD
TEST_0437,OV
TEST_0438,SKCM
TEST_0439,PRAD
TEST_0440,COAD
TEST_0441,OV
TEST_0442,COAD
TEST_0443,COAD
TEST_0444,COAD
TEST_0445,GBMLGG
TEST_0446,THYM
TEST_0447,COAD
TEST_0448,BRCA
TEST_0449,KIPAN
TEST_0450,THYM
TEST_0451,OV
TEST_0452,COAD
TEST_0453,COAD
TEST_0454,BRCA
TEST_0455,COAD
TEST_0456,LGG
TEST_0457,COAD
TEST_0458,HNSC
TEST_0459,BRCA
TEST_0460,COAD
TEST_0461,COAD
TEST_0462,TGCT
TEST_0463,COAD
TEST_0464,COAD
TEST_0465,BRCA
TEST_0466,COAD
TEST_0467,LUSC
TEST_0468,STES
TEST_0469,BRCA
TEST_0470,COAD
TEST_0471,BRCA
TEST_0472,COAD
TEST_0473,BRCA
TEST_0474,GBMLGG
TEST_0475,PRAD
TEST_0476,BRCA
TEST_0477,GBMLGG
TEST_0478,GBMLGG
TEST_0479,BRCA
TEST_0480,COAD
TEST_0481,BRCA
TEST_0482,COAD
TEST_0483,KIPAN
TEST_0484,BRCA
TEST_0485,BRCA
TEST_0486,LIHC
TEST_0487,COAD
TEST_0488,COAD
TEST_0489,BRCA
TEST_0490,THCA
TEST_0491,BRCA
TEST_0492,GBMLGG
TEST_0493,COAD
TEST_0494,BRCA
TEST_0495,BRCA
TEST_0496,OV
TEST_0497,THCA
TEST_0498,STES
TEST_0499,COAD
TEST_0500,COAD
TEST_0501,BRCA
TEST_0502,COAD
TEST_0503,COAD
TEST_0504,STES
TEST_0505,COAD
TEST_0506,PCPG
TEST_0507,OV
TEST_0508,COAD
TEST_0509,COAD
TEST_0510,COAD
TEST_0511,COAD
TEST_0512,KIRC
TEST_0513,BRCA
TEST_0514,LUSC
TEST_0515,GBMLGG
TEST_0516,PAAD
TEST_0517,COAD
TEST_0518,COAD
TEST_0519,THCA
TEST_0520,COAD
TEST_0521,COAD
TEST_0522,KIPAN
TEST_0523,BRCA
TEST_0524,COAD
TEST_0525,COAD
TEST_0526,COAD
TEST_0527,COAD
TEST_0528,BRCA
TEST_0529,THCA
TEST_0530,COAD
TEST_0531,COAD
TEST_0532,COAD
TEST_0533,COAD
TEST_0534,BRCA
TEST_0535,BRCA
TEST_0536,OV
TEST_0537,KIPAN
TEST_0538,BRCA
TEST_0539,BRCA
TEST_0540,STES
TEST_0541,COAD
TEST_0542,BRCA
TEST_0543,COAD
TEST_0544,KIRC
TEST_0545,THYM
TEST_0546,CESC
TEST_0547,LIHC
TEST_0548,BRCA
TEST_0549,KIRC
TEST_0550,BRCA
TEST_0551,OV
TEST_0552,COAD
TEST_0553,BRCA
TEST_0554,COAD
TEST_0555,COAD
TEST_0556,COAD
TEST_0557,OV
TEST_0558,LAML
TEST_0559,COAD
TEST_0560,THCA
TEST_0561,BRCA
TEST_0562,PRAD
TEST_0563,KIPAN
TEST_0564,COAD
TEST_0565,THCA
TEST_0566,SKCM
TEST_0567,COAD
TEST_0568,COAD
TEST_0569,LUSC
TEST_0570,COAD
TEST_0571,KIRC
TEST_0572,KIPAN
TEST_0573,LGG
TEST_0574,COAD
TEST_0575,COAD
TEST_0576,LIHC
TEST_0577,BRCA
TEST_0578,STES
TEST_0579,KIPAN
TEST_0580,COAD
TEST_0581,COAD
TEST_0582,COAD
TEST_0583,LUSC
TEST_0584,BRCA
TEST_0585,KIPAN
TEST_0586,THCA
TEST_0587,LUSC
TEST_0588,COAD
TEST_0589,LUSC
TEST_0590,COAD
TEST_0591,COAD
TEST_0592,GBMLGG
TEST_0593,COAD
TEST_0594,BRCA
TEST_0595,BRCA
TEST_0596,COAD
TEST_0597,COAD
TEST_0598,BRCA
TEST_0599,COAD
TEST_0600,SARC
TEST_0601,COAD
TEST_0602,LAML
TEST_0603,SKCM
TEST_0604,COAD
TEST_0605,GBMLGG
TEST_0606,COAD
TEST_0607,OV
TEST_0608,COAD
TEST_0609,BRCA
TEST_0610,SARC
TEST_0611,BRCA
TEST_0612,BRCA
TEST_0613,KIPAN
TEST_0614,TGCT
TEST_0615,COAD
TEST_0616,BRCA
TEST_0617,OV
TEST_0618,COAD
TEST_0619,BRCA
TEST_0620,LUSC
TEST_0621,PRAD
TEST_0622,BRCA
TEST_0623,LUSC
TEST_0624,LUSC
TEST_0625,COAD
TEST_0626,COAD
TEST_0627,COAD
TEST_0628,COAD
TEST_0629,LUSC
TEST_0630,COAD
TEST_0631,COAD
TEST_0632,COAD
TEST_0633,COAD
TEST_0634,COAD
TEST_0635,THCA
TEST_0636,THCA
TEST_0637,PCPG
TEST_0638,COAD
TEST_0639,COAD
TEST_0640,COAD
TEST_0641,BRCA
TEST_0642,HNSC
TEST_0643,THCA
TEST_0644,KIPAN
TEST_0645,COAD
TEST_0646,COAD
TEST_0647,COAD
TEST_0648,LUSC
TEST_0649,GBMLGG
TEST_0650,OV
TEST_0651,COAD
TEST_0652,COAD
TEST_0653,COAD
TEST_0654,SARC
TEST_0655,BRCA
TEST_0656,THYM
TEST_0657,BRCA
TEST_0658,COAD
TEST_0659,COAD
TEST_0660,COAD
TEST_0661,STES
TEST_0662,LGG
TEST_0663,COAD
TEST_0664,KIPAN
TEST_0665,COAD
TEST_0666,BRCA
TEST_0667,COAD
TEST_0668,COAD
TEST_0669,PCPG
TEST_0670,KIRC
TEST_0671,COAD
TEST_0672,BRCA
TEST_0673,BRCA
TEST_0674,BRCA
TEST_0675,COAD
TEST_0676,THYM
TEST_0677,OV
TEST_0678,COAD
TEST_0679,STES
TEST_0680,PRAD
TEST_0681,COAD
TEST_0682,COAD
TEST_0683,BRCA
TEST_0684,GBMLGG
TEST_0685,COAD
TEST_0686,COAD
TEST_0687,COAD
TEST_0688,COAD
TEST_0689,GBMLGG
TEST_0690,LUSC
TEST_0691,BRCA
TEST_0692,COAD
TEST_0693,THCA
TEST_0694,KIPAN
TEST_0695,BRCA
TEST_0696,THYM
TEST_0697,COAD
TEST_0698,ACC
TEST_0699,LGG
TEST_0700,OV
TEST_0701,THCA
TEST_0702,THCA
TEST_0703,BRCA
TEST_0704,BRCA
TEST_0705,BRCA
TEST_0706,GBMLGG
TEST_0707,COAD
TEST_0708,KIPAN
TEST_0709,STES
TEST_0710,BRCA
TEST_0711,PCPG
TEST_0712,COAD
TEST_0713,COAD
TEST_0714,PCPG
TEST_0715,THCA
TEST_0716,LGG
TEST_0717,SKCM
TEST_0718,PRAD
TEST_0719,LAML
TEST_0720,BRCA
TEST_0721,COAD
TEST_0722,PRAD
TEST_0723,BRCA
TEST_0724,STES
TEST_0725,COAD
TEST_0726,COAD
TEST_0727,PRAD
TEST_0728,OV
TEST_0729,KIPAN
TEST_0730,COAD
TEST_0731,COAD
TEST_0732,COAD
TEST_0733,THCA
TEST_0734,COAD
TEST_0735,BRCA
TEST_0736,BRCA
TEST_0737,KIPAN
TEST_0738,COAD
TEST_0739,CESC
TEST_0740,LAML
TEST_0741,THCA
TEST_0742,COAD
TEST_0743,THCA
TEST_0744,COAD
TEST_0745,COAD
TEST_0746,SARC
TEST_0747,COAD
TEST_0748,BRCA
TEST_0749,COAD
TEST_0750,KIPAN
TEST_0751,COAD
TEST_0752,BRCA
TEST_0753,COAD
TEST_0754,COAD
TEST_0755,LUSC
TEST_0756,LUSC
TEST_0757,BRCA
TEST_0758,THCA
TEST_0759,COAD
TEST_0760,OV
TEST_0761,BRCA
TEST_0762,COAD
TEST_0763,COAD
TEST_0764,COAD
TEST_0765,BRCA
TEST_0766,LUSC
TEST_0767,BRCA
TEST_0768,COAD
TEST_0769,COAD
TEST_0770,GBMLGG
TEST_0771,SARC
TEST_0772,BRCA
TEST_0773,KIPAN
TEST_0774,COAD
TEST_0775,COAD
TEST_0776,KIRC
TEST_0777,COAD
TEST_0778,COAD
TEST_0779,COAD
TEST_0780,THCA
TEST_0781,COAD
TEST_0782,STES
TEST_0783,KIPAN
TEST_0784,KIPAN
TEST_0785,BRCA
TEST_0786,LIHC
TEST_0787,THYM
TEST_0788,COAD
TEST_0789,UCEC
TEST_0790,OV
TEST_0791,COAD
TEST_0792,COAD
TEST_0793,KIPAN
TEST_0794,KIRC
TEST_0795,COAD
TEST_0796,LAML
TEST_0797,COAD
TEST_0798,BRCA
TEST_0799,COAD
TEST_0800,KIRC
TEST_0801,COAD
TEST_0802,GBMLGG
TEST_0803,COAD
TEST_0804,GBMLGG
TEST_0805,BRCA
TEST_0806,UCEC
TEST_0807,COAD
TEST_0808,COAD
TEST_0809,TGCT
TEST_0810,COAD
TEST_0811,STES
TEST_0812,BRCA
TEST_0813,LUSC
TEST_0814,BRCA
TEST_0815,GBMLGG
TEST_0816,COAD
TEST_0817,COAD
TEST_0818,COAD
TEST_0819,KIRC
TEST_0820,COAD
TEST_0821,GBMLGG
TEST_0822,COAD
TEST_0823,COAD
TEST_0824,KIRC
TEST_0825,BRCA
TEST_0826,BRCA
TEST_0827,KIPAN
TEST_0828,BRCA
TEST_0829,COAD
TEST_0830,BRCA
TEST_0831,COAD
TEST_0832,LAML
TEST_0833,BRCA
TEST_0834,LGG
TEST_0835,COAD
TEST_0836,KIRC
TEST_0837,KIPAN
TEST_0838,COAD
TEST_0839,KIRC
TEST_0840,OV
TEST_0841,COAD
TEST_0842,THCA
TEST_0843,OV
TEST_0844,KIRC
TEST_0845,PAAD
TEST_0846,LGG
TEST_0847,COAD
TEST_0848,LUSC
TEST_0849,COAD
TEST_0850,BRCA
TEST_0851,COAD
TEST_0852,BRCA
TEST_0853,KIRC
TEST_0854,KIRC
TEST_0855,THYM
TEST_0856,BRCA
TEST_0857,BRCA
TEST_0858,COAD
TEST_0859,COAD
TEST_0860,KIPAN
TEST_0861,COAD
TEST_0862,COAD
TEST_0863,COAD
TEST_0864,BRCA
TEST_0865,BRCA
TEST_0866,COAD
TEST_0867,COAD
TEST_0868,COAD
TEST_0869,BRCA
TEST_0870,COAD
TEST_0871,COAD
TEST_0872,BRCA
TEST_0873,BRCA
TEST_0874,COAD
TEST_0875,KIPAN
TEST_0876,COAD
TEST_0877,BRCA
TEST_0878,BRCA
TEST_0879,BRCA
TEST_0880,BRCA
TEST_0881,HNSC
TEST_0882,COAD
TEST_0883,SKCM
TEST_0884,GBMLGG
TEST_0885,PRAD
TEST_0886,GBMLGG
TEST_0887,BRCA
TEST_0888,COAD
TEST_0889,COAD
TEST_0890,COAD
TEST_0891,BRCA
TEST_0892,COAD
TEST_0893,TGCT
TEST_0894,LAML
TEST_0895,SKCM
TEST_0896,HNSC
TEST_0897,BRCA
TEST_0898,BRCA
TEST_0899,BRCA
TEST_0900,STES
TEST_0901,LUSC
TEST_0902,PRAD
TEST_0903,COAD
TEST_0904,TGCT
TEST_0905,COAD
TEST_0906,COAD
TEST_0907,LUSC
TEST_0908,LUSC
TEST_0909,COAD
TEST_0910,COAD
TEST_0911,BRCA
TEST_0912,STES
TEST_0913,CESC
TEST_0914,COAD
TEST_0915,COAD
TEST_0916,BRCA
TEST_0917,BRCA
TEST_0918,COAD
TEST_0919,KIPAN
TEST_0920,KIPAN
TEST_0921,PRAD
TEST_0922,COAD
TEST_0923,COAD
TEST_0924,BRCA
TEST_0925,KIPAN
TEST_0926,COAD
TEST_0927,BRCA
TEST_0928,LUSC
TEST_0929,COAD
TEST_0930,COAD
TEST_0931,BRCA
TEST_0932,COAD
TEST_0933,COAD
TEST_0934,BRCA
TEST_0935,THCA
TEST_0936,STES
TEST_0937,COAD
TEST_0938,GBMLGG
TEST_0939,COAD
TEST_0940,KIPAN
TEST_0941,COAD
TEST_0942,BRCA
TEST_0943,COAD
TEST_0944,BRCA
TEST_0945,COAD
TEST_0946,COAD
TEST_0947,LGG
TEST_0948,LIHC
TEST_0949,COAD
TEST_0950,BRCA
TEST_0951,GBMLGG
TEST_0952,COAD
TEST_0953,COAD
TEST_0954,LAML
TEST_0955,GBMLGG
TEST_0956,LUSC
TEST_0957,COAD
TEST_0958,OV
TEST_0959,COAD
TEST_0960,KIPAN
TEST_0961,KIRC
TEST_0962,LUSC
TEST_0963,COAD
TEST_0964,OV
TEST_0965,STES
TEST_0966,COAD
TEST_0967,LUSC
TEST_0968,COAD
TEST_0969,COAD
TEST_0970,COAD
TEST_0971,TGCT
TEST_0972,COAD
TEST_0973,BRCA
TEST_0974,SARC
TEST_0975,GBMLGG
TEST_0976,GBMLGG
TEST_0977,COAD
TEST_0978,OV
TEST_0979,THYM
TEST_0980,COAD
TEST_0981,BRCA
TEST_0982,GBMLGG
TEST_0983,COAD
TEST_0984,COAD
TEST_0985,COAD
TEST_0986,BRCA
TEST_0987,GBMLGG
TEST_0988,BRCA
TEST_0989,STES
TEST_0990,COAD
TEST_0991,COAD
TEST_0992,GBMLGG
TEST_0993,COAD
TEST_0994,COAD
TEST_0995,COAD
TEST_0996,COAD
TEST_0997,BRCA
TEST_0998,COAD
TEST_0999,COAD
TEST_1000,COAD
TEST_1001,COAD
TEST_1002,BRCA
TEST_1003,COAD
TEST_1004,KIPAN
TEST_1005,COAD
TEST_1006,COAD
TEST_1007,COAD
TEST_1008,COAD
TEST_1009,BRCA
TEST_1010,LUSC
TEST_1011,BRCA
TEST_1012,BRCA
TEST_1013,GBMLGG
TEST_1014,COAD
TEST_1015,KIRC
TEST_1016,BRCA
TEST_1017,LUAD
TEST_1018,BRCA
TEST_1019,COAD
TEST_1020,COAD
TEST_1021,COAD
TEST_1022,BRCA
TEST_1023,BRCA
TEST_1024,LUSC
TEST_1025,COAD
TEST_1026,BRCA
TEST_1027,COAD
TEST_1028,BRCA
TEST_1029,KIPAN
TEST_1030,GBMLGG
TEST_1031,COAD
TEST_1032,BRCA
TEST_1033,CESC
TEST_1034,KIPAN
TEST_1035,GBMLGG
TEST_1036,LUAD
TEST_1037,LGG
TEST_1038,COAD
TEST_1039,COAD
TEST_1040,COAD
TEST_1041,COAD
TEST_1042,BRCA
TEST_1043,COAD
TEST_1044,COAD
TEST_1045,BLCA
TEST_1046,KIRC
TEST_1047,OV
TEST_1048,BRCA
TEST_1049,COAD
TEST_1050,LUSC
TEST_1051,COAD
TEST_1052,COAD
TEST_1053,KIPAN
TEST_1054,COAD
TEST_1055,THYM
TEST_1056,BRCA
TEST_1057,ACC
TEST_1058,BRCA
TEST_1059,OV
TEST_1060,COAD
TEST_1061,BRCA
TEST_1062,COAD
TEST_1063,BRCA
TEST_1064,LUSC
TEST_1065,COAD
TEST_1066,COAD
TEST_1067,BRCA
TEST_1068,COAD
TEST_1069,COAD
TEST_1070,ACC
TEST_1071,KIRC
TEST_1072,KIRC
TEST_1073,COAD
TEST_1074,UCEC
TEST_1075,SKCM
TEST_1076,KIPAN
TEST_1077,BRCA
TEST_1078,BRCA
TEST_1079,COAD
TEST_1080,LUSC
TEST_1081,COAD
TEST_1082,SARC
TEST_1083,OV
TEST_1084,BRCA
TEST_1085,BRCA
TEST_1086,COAD
TEST_1087,COAD
TEST_1088,LUSC
TEST_1089,SARC
TEST_1090,LGG
TEST_1091,BRCA
TEST_1092,BRCA
TEST_1093,BRCA
TEST_1094,COAD
TEST_1095,COAD
TEST_1096,BRCA
TEST_1097,COAD
TEST_1098,BRCA
TEST_1099,GBMLGG
TEST_1100,COAD
TEST_1101,BRCA
TEST_1102,PRAD
TEST_1103,LUSC
TEST_1104,BRCA
TEST_1105,COAD
TEST_1106,THCA
TEST_1107,GBMLGG
TEST_1108,LUSC
TEST_1109,COAD
TEST_1110,SARC
TEST_1111,BRCA
TEST_1112,GBMLGG
TEST_1113,KIRC
TEST_1114,SARC
TEST_1115,BRCA
TEST_1116,GBMLGG
TEST_1117,BRCA
TEST_1118,BRCA
TEST_1119,COAD
TEST_1120,COAD
TEST_1121,KIRC
TEST_1122,KIRC
TEST_1123,COAD
TEST_1124,COAD
TEST_1125,COAD
TEST_1126,UCEC
TEST_1127,TGCT
TEST_1128,COAD
TEST_1129,COAD
TEST_1130,LIHC
TEST_1131,COAD
TEST_1132,COAD
TEST_1133,COAD
TEST_1134,STES
TEST_1135,COAD
TEST_1136,GBMLGG
TEST_1137,COAD
TEST_1138,COAD
TEST_1139,KIPAN
TEST_1140,KIPAN
TEST_1141,LUSC
TEST_1142,COAD
TEST_1143,OV
TEST_1144,COAD
TEST_1145,SKCM
TEST_1146,HNSC
TEST_1147,COAD
TEST_1148,COAD
TEST_1149,COAD
TEST_1150,STES
TEST_1151,COAD
TEST_1152,COAD
TEST_1153,COAD
TEST_1154,COAD
TEST_1155,GBMLGG
TEST_1156,COAD
TEST_1157,COAD
TEST_1158,COAD
TEST_1159,COAD
TEST_1160,GBMLGG
TEST_1161,COAD
TEST_1162,LUSC
TEST_1163,LUAD
TEST_1164,COAD
TEST_1165,COAD
TEST_1166,COAD
TEST_1167,BRCA
TEST_1168,BRCA
TEST_1169,HNSC
TEST_1170,KIPAN
TEST_1171,BRCA
TEST_1172,COAD
TEST_1173,COAD
TEST_1174,BRCA
TEST_1175,KIPAN
TEST_1176,LIHC
TEST_1177,LGG
TEST_1178,LUSC
TEST_1179,SKCM
TEST_1180,GBMLGG
TEST_1181,BRCA
TEST_1182,COAD
TEST_1183,BRCA
TEST_1184,KIRC
TEST_1185,GBMLGG
TEST_1186,COAD
TEST_1187,COAD
TEST_1188,COAD
TEST_1189,KIRC
TEST_1190,OV
TEST_1191,THCA
TEST_1192,STES
TEST_1193,COAD
TEST_1194,BRCA
TEST_1195,COAD
TEST_1196,OV
TEST_1197,THCA
TEST_1198,LUSC
TEST_1199,KIPAN
TEST_1200,OV
TEST_1201,BRCA
TEST_1202,KIRC
TEST_1203,COAD
TEST_1204,KIPAN
TEST_1205,LGG
